------------------------------------------------------------------------------------
Date: 12/7/2024 -- 23:48:12 (uptime: 0d, 00h 00m 08s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
app_layer.flow.tls                            | Total                     | 69
app_layer.flow.quic                           | Total                     | 23
app_layer.tx.quic                             | Total                     | 108
app_layer.error.quic.parser                   | Total                     | 65
app_layer.flow.dns_udp                        | Total                     | 62
app_layer.tx.dns_udp                          | Total                     | 164
app_layer.flow.failed_udp                     | Total                     | 5
flow.end.state.new                            | Total                     | 4
flow.end.state.closed                         | Total                     | 2
flow.end.tcp_state.closed                     | Total                     | 2
flow.mgr.full_hash_pass                       | Total                     | 31
flow.mgr.rows_per_sec                         | Total                     | 7864
flow.spare                                    | Total                     | 9700
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1008
flow.mgr.flows_notimeout                      | Total                     | 1008
memcap_pressure                               | Total                     | 12
memcap_pressure_max                           | Total                     | 12
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 34744320
flow.memuse                                   | Total                     | 7151104
------------------------------------------------------------------------------------
Date: 12/10/2024 -- 18:12:52 (uptime: 0d, 00h 05m 22s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 12510
decoder.bytes                                 | Total                     | 35201444
decoder.ipv4                                  | Total                     | 12510
decoder.tcp                                   | Total                     | 11241
tcp.syn                                       | Total                     | 855
tcp.synack                                    | Total                     | 856
tcp.rst                                       | Total                     | 34
decoder.udp                                   | Total                     | 1259
decoder.icmpv4                                | Total                     | 10
decoder.avg_pkt_size                          | Total                     | 2813
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 853
flow.total                                    | Total                     | 965
flow.active                                   | Total                     | 959
flow.tcp                                      | Total                     | 873
flow.udp                                      | Total                     | 92
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 16
flow.wrk.flows_evicted_needs_work             | Total                     | 2
flow.wrk.flows_evicted_pkt_inject             | Total                     | 2
flow.wrk.flows_evicted                        | Total                     | 6
tcp.sessions                                  | Total                     | 855
tcp.ssn_from_cache                            | Total                     | 2
tcp.ssn_from_pool                             | Total                     | 853
tcp.segment_from_cache                        | Total                     | 1455
tcp.segment_from_pool                         | Total                     | 893
tcp.overlap                                   | Total                     | 9
app_layer.flow.tls                            | Total                     | 73
app_layer.flow.quic                           | Total                     | 23
app_layer.tx.quic                             | Total                     | 108
app_layer.error.quic.parser                   | Total                     | 65
app_layer.flow.dns_udp                        | Total                     | 64
app_layer.tx.dns_udp                          | Total                     | 172
app_layer.flow.failed_udp                     | Total                     | 5
flow.end.state.new                            | Total                     | 4
flow.end.state.closed                         | Total                     | 2
flow.end.tcp_state.closed                     | Total                     | 2
flow.mgr.full_hash_pass                       | Total                     | 32
flow.mgr.rows_per_sec                         | Total                     | 8519
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1047
flow.mgr.flows_notimeout                      | Total                     | 1047
memcap_pressure                               | Total                     | 13
memcap_pressure_max                           | Total                     | 13
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 35336192
flow.memuse                                   | Total                     | 7151104
------------------------------------------------------------------------------------
Date: 12/10/2024 -- 18:13:00 (uptime: 0d, 00h 05m 30s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 12861
decoder.bytes                                 | Total                     | 35970168
decoder.ipv4                                  | Total                     | 12861
decoder.tcp                                   | Total                     | 11590
tcp.syn                                       | Total                     | 873
tcp.synack                                    | Total                     | 874
tcp.rst                                       | Total                     | 34
decoder.udp                                   | Total                     | 1261
decoder.icmpv4                                | Total                     | 10
decoder.avg_pkt_size                          | Total                     | 2796
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 871
flow.total                                    | Total                     | 983
flow.active                                   | Total                     | 977
flow.tcp                                      | Total                     | 891
flow.udp                                      | Total                     | 92
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 16
flow.wrk.flows_evicted_needs_work             | Total                     | 2
flow.wrk.flows_evicted_pkt_inject             | Total                     | 2
flow.wrk.flows_evicted                        | Total                     | 6
tcp.sessions                                  | Total                     | 873
tcp.ssn_from_cache                            | Total                     | 2
tcp.ssn_from_pool                             | Total                     | 871
tcp.segment_from_cache                        | Total                     | 1547
tcp.segment_from_pool                         | Total                     | 899
tcp.overlap                                   | Total                     | 9
app_layer.flow.tls                            | Total                     | 74
app_layer.flow.quic                           | Total                     | 23
app_layer.tx.quic                             | Total                     | 108
app_layer.error.quic.parser                   | Total                     | 65
app_layer.flow.dns_udp                        | Total                     | 64
app_layer.tx.dns_udp                          | Total                     | 174
app_layer.flow.failed_udp                     | Total                     | 5
flow.end.state.new                            | Total                     | 4
flow.end.state.closed                         | Total                     | 2
flow.end.tcp_state.closed                     | Total                     | 2
flow.mgr.full_hash_pass                       | Total                     | 33
flow.mgr.rows_per_sec                         | Total                     | 8519
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1063
flow.mgr.flows_notimeout                      | Total                     | 1063
memcap_pressure                               | Total                     | 13
memcap_pressure_max                           | Total                     | 13
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 36274176
flow.memuse                                   | Total                     | 7151104
------------------------------------------------------------------------------------
Date: 12/10/2024 -- 18:13:08 (uptime: 0d, 00h 05m 38s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 13541
decoder.bytes                                 | Total                     | 37064069
decoder.ipv4                                  | Total                     | 13541
decoder.tcp                                   | Total                     | 12256
tcp.syn                                       | Total                     | 901
tcp.synack                                    | Total                     | 902
tcp.rst                                       | Total                     | 40
decoder.udp                                   | Total                     | 1273
decoder.icmpv4                                | Total                     | 12
decoder.avg_pkt_size                          | Total                     | 2737
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 899
flow.total                                    | Total                     | 1013
flow.active                                   | Total                     | 1007
flow.tcp                                      | Total                     | 919
flow.udp                                      | Total                     | 94
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 16
flow.wrk.flows_evicted_needs_work             | Total                     | 2
flow.wrk.flows_evicted_pkt_inject             | Total                     | 2
flow.wrk.flows_evicted                        | Total                     | 6
tcp.sessions                                  | Total                     | 901
tcp.ssn_from_cache                            | Total                     | 2
tcp.ssn_from_pool                             | Total                     | 899
tcp.segment_from_cache                        | Total                     | 1807
tcp.segment_from_pool                         | Total                     | 942
tcp.overlap                                   | Total                     | 9
app_layer.flow.tls                            | Total                     | 84
app_layer.flow.quic                           | Total                     | 23
app_layer.tx.quic                             | Total                     | 108
app_layer.error.quic.parser                   | Total                     | 65
app_layer.flow.dns_udp                        | Total                     | 66
app_layer.tx.dns_udp                          | Total                     | 184
app_layer.flow.failed_udp                     | Total                     | 5
flow.end.state.new                            | Total                     | 4
flow.end.state.closed                         | Total                     | 2
flow.end.tcp_state.closed                     | Total                     | 2
flow.mgr.full_hash_pass                       | Total                     | 34
flow.mgr.rows_per_sec                         | Total                     | 8519
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1097
flow.mgr.flows_notimeout                      | Total                     | 1097
memcap_pressure                               | Total                     | 13
memcap_pressure_max                           | Total                     | 13
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 37134336
flow.memuse                                   | Total                     | 7151104
------------------------------------------------------------------------------------
Date: 12/10/2024 -- 18:13:16 (uptime: 0d, 00h 05m 46s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 13766
decoder.bytes                                 | Total                     | 37868466
decoder.ipv4                                  | Total                     | 13766
decoder.tcp                                   | Total                     | 12478
tcp.syn                                       | Total                     | 922
tcp.synack                                    | Total                     | 922
tcp.rst                                       | Total                     | 43
decoder.udp                                   | Total                     | 1273
decoder.icmpv4                                | Total                     | 15
decoder.avg_pkt_size                          | Total                     | 2750
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 920
flow.total                                    | Total                     | 1034
flow.active                                   | Total                     | 1028
flow.tcp                                      | Total                     | 940
flow.udp                                      | Total                     | 94
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 16
flow.wrk.flows_evicted_needs_work             | Total                     | 2
flow.wrk.flows_evicted_pkt_inject             | Total                     | 2
flow.wrk.flows_evicted                        | Total                     | 6
tcp.sessions                                  | Total                     | 922
tcp.ssn_from_cache                            | Total                     | 2
tcp.ssn_from_pool                             | Total                     | 920
tcp.segment_from_cache                        | Total                     | 1832
tcp.segment_from_pool                         | Total                     | 957
tcp.overlap                                   | Total                     | 9
app_layer.flow.tls                            | Total                     | 85
app_layer.flow.quic                           | Total                     | 23
app_layer.tx.quic                             | Total                     | 108
app_layer.error.quic.parser                   | Total                     | 65
app_layer.flow.dns_udp                        | Total                     | 66
app_layer.tx.dns_udp                          | Total                     | 184
app_layer.flow.failed_udp                     | Total                     | 5
flow.end.state.new                            | Total                     | 4
flow.end.state.closed                         | Total                     | 2
flow.end.tcp_state.closed                     | Total                     | 2
flow.mgr.full_hash_pass                       | Total                     | 35
flow.mgr.rows_per_sec                         | Total                     | 9175
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1130
flow.mgr.flows_notimeout                      | Total                     | 1130
memcap_pressure                               | Total                     | 14
memcap_pressure_max                           | Total                     | 14
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 37804032
flow.memuse                                   | Total                     | 7151104
------------------------------------------------------------------------------------
Date: 12/10/2024 -- 18:13:24 (uptime: 0d, 00h 05m 54s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 13937
decoder.bytes                                 | Total                     | 38306949
decoder.ipv4                                  | Total                     | 13937
decoder.tcp                                   | Total                     | 12636
tcp.syn                                       | Total                     | 934
tcp.synack                                    | Total                     | 934
tcp.rst                                       | Total                     | 47
decoder.udp                                   | Total                     | 1286
decoder.icmpv4                                | Total                     | 15
decoder.avg_pkt_size                          | Total                     | 2748
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 930
flow.total                                    | Total                     | 1045
flow.active                                   | Total                     | 1038
flow.tcp                                      | Total                     | 951
flow.udp                                      | Total                     | 94
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 16
flow.wrk.flows_evicted_needs_work             | Total                     | 3
flow.wrk.flows_evicted_pkt_inject             | Total                     | 3
flow.wrk.flows_evicted                        | Total                     | 7
tcp.sessions                                  | Total                     | 933
tcp.ssn_from_cache                            | Total                     | 3
tcp.ssn_from_pool                             | Total                     | 930
tcp.segment_from_cache                        | Total                     | 1867
tcp.segment_from_pool                         | Total                     | 961
tcp.overlap                                   | Total                     | 9
app_layer.flow.tls                            | Total                     | 87
app_layer.flow.quic                           | Total                     | 23
app_layer.tx.quic                             | Total                     | 108
app_layer.error.quic.parser                   | Total                     | 65
app_layer.flow.dns_udp                        | Total                     | 66
app_layer.tx.dns_udp                          | Total                     | 184
app_layer.flow.failed_udp                     | Total                     | 5
flow.end.state.new                            | Total                     | 4
flow.end.state.closed                         | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 3
flow.mgr.full_hash_pass                       | Total                     | 36
flow.mgr.rows_per_sec                         | Total                     | 9175
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1147
flow.mgr.flows_notimeout                      | Total                     | 1147
memcap_pressure                               | Total                     | 14
memcap_pressure_max                           | Total                     | 14
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 38459392
flow.memuse                                   | Total                     | 7151104
------------------------------------------------------------------------------------
Date: 12/10/2024 -- 18:13:32 (uptime: 0d, 00h 06m 02s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 14125
decoder.bytes                                 | Total                     | 38989734
decoder.ipv4                                  | Total                     | 14125
decoder.tcp                                   | Total                     | 12824
tcp.syn                                       | Total                     | 950
tcp.synack                                    | Total                     | 950
tcp.rst                                       | Total                     | 50
decoder.udp                                   | Total                     | 1286
decoder.icmpv4                                | Total                     | 15
decoder.avg_pkt_size                          | Total                     | 2760
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 946
flow.total                                    | Total                     | 1061
flow.active                                   | Total                     | 1054
flow.tcp                                      | Total                     | 967
flow.udp                                      | Total                     | 94
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 16
flow.wrk.flows_evicted_needs_work             | Total                     | 3
flow.wrk.flows_evicted_pkt_inject             | Total                     | 3
flow.wrk.flows_evicted                        | Total                     | 7
tcp.sessions                                  | Total                     | 949
tcp.ssn_from_cache                            | Total                     | 3
tcp.ssn_from_pool                             | Total                     | 946
tcp.segment_from_cache                        | Total                     | 1885
tcp.segment_from_pool                         | Total                     | 963
tcp.overlap                                   | Total                     | 9
app_layer.flow.tls                            | Total                     | 87
app_layer.flow.quic                           | Total                     | 23
app_layer.tx.quic                             | Total                     | 108
app_layer.error.quic.parser                   | Total                     | 65
app_layer.flow.dns_udp                        | Total                     | 66
app_layer.tx.dns_udp                          | Total                     | 184
app_layer.flow.failed_udp                     | Total                     | 5
flow.end.state.new                            | Total                     | 4
flow.end.state.closed                         | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 3
flow.mgr.full_hash_pass                       | Total                     | 37
flow.mgr.rows_per_sec                         | Total                     | 9175
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1165
flow.mgr.flows_notimeout                      | Total                     | 1165
memcap_pressure                               | Total                     | 14
memcap_pressure_max                           | Total                     | 14
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 39061504
flow.memuse                                   | Total                     | 7151104
------------------------------------------------------------------------------------
Date: 12/10/2024 -- 18:13:40 (uptime: 0d, 00h 06m 10s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 14388
decoder.bytes                                 | Total                     | 39890688
decoder.ipv4                                  | Total                     | 14388
decoder.tcp                                   | Total                     | 13085
tcp.syn                                       | Total                     | 970
tcp.synack                                    | Total                     | 970
tcp.rst                                       | Total                     | 50
decoder.udp                                   | Total                     | 1288
decoder.icmpv4                                | Total                     | 15
decoder.avg_pkt_size                          | Total                     | 2772
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 965
flow.total                                    | Total                     | 1081
flow.active                                   | Total                     | 1073
flow.tcp                                      | Total                     | 987
flow.udp                                      | Total                     | 94
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 16
flow.wrk.flows_evicted_needs_work             | Total                     | 4
flow.wrk.flows_evicted_pkt_inject             | Total                     | 4
flow.wrk.flows_evicted                        | Total                     | 8
tcp.sessions                                  | Total                     | 969
tcp.ssn_from_cache                            | Total                     | 4
tcp.ssn_from_pool                             | Total                     | 965
tcp.segment_from_cache                        | Total                     | 1905
tcp.segment_from_pool                         | Total                     | 963
tcp.overlap                                   | Total                     | 9
app_layer.flow.tls                            | Total                     | 87
app_layer.flow.quic                           | Total                     | 23
app_layer.tx.quic                             | Total                     | 108
app_layer.error.quic.parser                   | Total                     | 65
app_layer.flow.dns_udp                        | Total                     | 66
app_layer.tx.dns_udp                          | Total                     | 184
app_layer.flow.failed_udp                     | Total                     | 5
flow.end.state.new                            | Total                     | 4
flow.end.state.closed                         | Total                     | 4
flow.end.tcp_state.closed                     | Total                     | 4
flow.mgr.full_hash_pass                       | Total                     | 39
flow.mgr.rows_per_sec                         | Total                     | 9175
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1187
flow.mgr.flows_notimeout                      | Total                     | 1187
memcap_pressure                               | Total                     | 14
memcap_pressure_max                           | Total                     | 14
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 39792640
flow.memuse                                   | Total                     | 7151104
------------------------------------------------------------------------------------
Date: 12/10/2024 -- 18:13:49 (uptime: 0d, 00h 06m 19s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 14535
decoder.bytes                                 | Total                     | 40513243
decoder.ipv4                                  | Total                     | 14535
decoder.tcp                                   | Total                     | 13232
tcp.syn                                       | Total                     | 984
tcp.synack                                    | Total                     | 985
tcp.rst                                       | Total                     | 50
decoder.udp                                   | Total                     | 1288
decoder.icmpv4                                | Total                     | 15
decoder.avg_pkt_size                          | Total                     | 2787
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 980
flow.total                                    | Total                     | 1097
flow.active                                   | Total                     | 1088
flow.tcp                                      | Total                     | 1003
flow.udp                                      | Total                     | 94
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 16
flow.wrk.flows_evicted_needs_work             | Total                     | 4
flow.wrk.flows_evicted_pkt_inject             | Total                     | 4
flow.wrk.flows_evicted                        | Total                     | 9
tcp.sessions                                  | Total                     | 984
tcp.ssn_from_cache                            | Total                     | 4
tcp.ssn_from_pool                             | Total                     | 980
tcp.segment_from_cache                        | Total                     | 1917
tcp.segment_from_pool                         | Total                     | 966
tcp.overlap                                   | Total                     | 9
app_layer.flow.tls                            | Total                     | 87
app_layer.flow.quic                           | Total                     | 23
app_layer.tx.quic                             | Total                     | 108
app_layer.error.quic.parser                   | Total                     | 65
app_layer.flow.dns_udp                        | Total                     | 66
app_layer.tx.dns_udp                          | Total                     | 184
app_layer.flow.failed_udp                     | Total                     | 5
flow.end.state.new                            | Total                     | 5
flow.end.state.closed                         | Total                     | 4
flow.end.tcp_state.closed                     | Total                     | 4
flow.mgr.full_hash_pass                       | Total                     | 39
flow.mgr.rows_per_sec                         | Total                     | 9830
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1202
flow.mgr.flows_notimeout                      | Total                     | 1202
memcap_pressure                               | Total                     | 15
memcap_pressure_max                           | Total                     | 15
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 40656896
flow.memuse                                   | Total                     | 7151104
------------------------------------------------------------------------------------
Date: 12/10/2024 -- 18:13:57 (uptime: 0d, 00h 06m 27s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 14871
decoder.bytes                                 | Total                     | 41474701
decoder.ipv4                                  | Total                     | 14871
decoder.tcp                                   | Total                     | 13555
tcp.syn                                       | Total                     | 1011
tcp.synack                                    | Total                     | 1011
tcp.rst                                       | Total                     | 50
decoder.udp                                   | Total                     | 1301
decoder.icmpv4                                | Total                     | 15
decoder.avg_pkt_size                          | Total                     | 2788
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 1006
flow.total                                    | Total                     | 1126
flow.active                                   | Total                     | 1117
flow.tcp                                      | Total                     | 1029
flow.udp                                      | Total                     | 97
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 16
flow.wrk.flows_evicted_needs_work             | Total                     | 4
flow.wrk.flows_evicted_pkt_inject             | Total                     | 4
flow.wrk.flows_evicted                        | Total                     | 9
tcp.sessions                                  | Total                     | 1010
tcp.ssn_from_cache                            | Total                     | 4
tcp.ssn_from_pool                             | Total                     | 1006
tcp.segment_from_cache                        | Total                     | 1962
tcp.segment_from_pool                         | Total                     | 1002
tcp.overlap                                   | Total                     | 11
app_layer.flow.tls                            | Total                     | 91
app_layer.flow.quic                           | Total                     | 23
app_layer.tx.quic                             | Total                     | 108
app_layer.error.quic.parser                   | Total                     | 65
app_layer.flow.dns_udp                        | Total                     | 68
app_layer.tx.dns_udp                          | Total                     | 192
app_layer.flow.failed_udp                     | Total                     | 6
flow.end.state.new                            | Total                     | 5
flow.end.state.closed                         | Total                     | 4
flow.end.tcp_state.closed                     | Total                     | 4
flow.mgr.full_hash_pass                       | Total                     | 41
flow.mgr.rows_per_sec                         | Total                     | 9830
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1236
flow.mgr.flows_notimeout                      | Total                     | 1236
memcap_pressure                               | Total                     | 15
memcap_pressure_max                           | Total                     | 15
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 41484288
flow.memuse                                   | Total                     | 7151104
------------------------------------------------------------------------------------
Date: 12/10/2024 -- 18:14:05 (uptime: 0d, 00h 06m 35s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 15269
decoder.bytes                                 | Total                     | 42387206
decoder.ipv4                                  | Total                     | 15269
decoder.tcp                                   | Total                     | 13916
tcp.syn                                       | Total                     | 1033
tcp.synack                                    | Total                     | 1034
tcp.rst                                       | Total                     | 51
decoder.udp                                   | Total                     | 1338
decoder.icmpv4                                | Total                     | 15
decoder.avg_pkt_size                          | Total                     | 2776
decoder.max_pkt_size                          | Total                     | 41128
tcp.active_sessions                           | Total                     | 1029
flow.total                                    | Total                     | 1154
flow.active                                   | Total                     | 1145
flow.tcp                                      | Total                     | 1052
flow.udp                                      | Total                     | 102
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 16
flow.wrk.flows_evicted_needs_work             | Total                     | 4
flow.wrk.flows_evicted_pkt_inject             | Total                     | 4
flow.wrk.flows_evicted                        | Total                     | 9
tcp.sessions                                  | Total                     | 1033
tcp.ssn_from_cache                            | Total                     | 4
tcp.ssn_from_pool                             | Total                     | 1029
tcp.segment_from_cache                        | Total                     | 2011
tcp.segment_from_pool                         | Total                     | 1039
tcp.overlap                                   | Total                     | 11
app_layer.flow.tls                            | Total                     | 94
app_layer.flow.quic                           | Total                     | 24
app_layer.tx.quic                             | Total                     | 114
app_layer.error.quic.parser                   | Total                     | 68
app_layer.flow.dns_udp                        | Total                     | 72
app_layer.tx.dns_udp                          | Total                     | 200
app_layer.flow.failed_udp                     | Total                     | 6
flow.end.state.new                            | Total                     | 5
flow.end.state.closed                         | Total                     | 4
flow.end.tcp_state.closed                     | Total                     | 4
flow.mgr.full_hash_pass                       | Total                     | 42
flow.mgr.rows_per_sec                         | Total                     | 9830
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1270
flow.mgr.flows_notimeout                      | Total                     | 1270
memcap_pressure                               | Total                     | 15
memcap_pressure_max                           | Total                     | 15
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 42463232
flow.memuse                                   | Total                     | 7151104
------------------------------------------------------------------------------------
Date: 12/10/2024 -- 18:14:13 (uptime: 0d, 00h 06m 43s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 15577
decoder.bytes                                 | Total                     | 43144481
decoder.ipv4                                  | Total                     | 15577
decoder.tcp                                   | Total                     | 14224
tcp.syn                                       | Total                     | 1050
tcp.synack                                    | Total                     | 1050
tcp.rst                                       | Total                     | 52
